USER_ID,NUMBER_OF_RATINGS,AVERAGE_RATING_GIVEN
2397,1590,3.661320755
116556,1590,3.672641509
52439,1588,3.353274559
1849,1586,3.25220681
80391,1586,3.945775536
74028,1585,3.466246057
43296,1585,3.19148265
124339,1585,3.234384858
71315,1582,3.579646018
111880,1579,3.112096263
41517,1578,3.130544994
56847,1577,3.430247305
90186,1577,4.002853519
32161,1576,2.868337563
104916,1576,3.234137056
103028,1575,2.411428571
54549,1575,3.217460317
45815,1574,1.545743329
88738,1572,3.265903308
118534,1572,3.864503817
55479,1571,3.240929344
64572,1570,3.409235669
120450,1569,3.88623327
99386,1568,3.012117347
128690,1567,2.848117422
78104,1567,3.285577537
63834,1566,4.309706258
92637,1566,3.722541507
119148,1564,3.198849105
39497,1564,3.141304348
121870,1563,3.808381318
27666,1562,2.479513444
122310,1562,3.078425096
41929,1561,3.132607303
27041,1560,3.031410256
135155,1559,3.73380372
51616,1559,3.190186017
29656,1558,2.684210526
50045,1555,3.915755627
35282,1555,3.231189711
17455,1555,2.829581994
29056,1552,3.131765464
114270,1552,3.613724227
97533,1550,2.869032258
109745,1549,3.856358941
77999,1547,2.92081448
42228,1547,3.449256626
23459,1544,3.784002591
95501,1544,3.340349741
49205,1543,3.80330525
96750,1540,3.50487013
79357,1539,3.532163743
116900,1538,1.896293888
34202,1537,2.790500976
135033,1537,3.031554977
34494,1535,3.483061889
92516,1535,3.938110749
93387,1535,3.125732899
76540,1534,2.704041721
34899,1533,3.395955643
51978,1533,3.720808871
83331,1532,3.147845953
50746,1530,3.20620915
97860,1530,3.04248366
81583,1529,2.967625899
61729,1528,3.147905759
92919,1527,3.338572364
111088,1527,3.616240995
129159,1527,3.073018991
3289,1526,3.435452163
70877,1522,3.867279895
120379,1522,2.713534823
134637,1522,2.98653088
109744,1520,3.552960526
39583,1520,3.630921053
43317,1519,3.674127716
44492,1519,3.812705727
29879,1516,2.830474934
42886,1516,3.663258575
55556,1514,3.310435931
83343,1514,3.301188904
126269,1513,3.694646398
121436,1512,3.089285714
11902,1511,4.167107876
15585,1511,3.580410324
7699,1509,3.04473161
53830,1508,2.890915119
13753,1508,3.711870027
13730,1508,3.066644562
100349,1507,3.087591241
66201,1506,3.027224436
72929,1505,3.171428571
84480,1504,3.09275266
23055,1504,3.637632979
3664,1503,3.069194943
112832,1502,3.477696405
105161,1502,3.838215712
65180,1501,3.548634244
13285,1501,3.138241173
123514,1500,3.105333333
102098,1500,3.565
32717,1498,2.945260347
1763,1498,3.042056075
127453,1497,3.429525718
37042,1497,3.075150301
52075,1496,3.495320856
125849,1496,3.221925134
39766,1494,3.737282463
128077,1492,3.352211796
126395,1489,2.734049698
62762,1489,2.76292814
42692,1488,2.475806452
109933,1487,3.481170141
117054,1487,3.472091459
118106,1486,3.304508748
3629,1485,3.502356902
26582,1484,3.391509434
114805,1484,3.071428571
23333,1482,3.679149798
136989,1481,2.672518569
96684,1480,3.919594595
111523,1479,3.615956728
10164,1478,3.565290934
110227,1475,2.798983051
68710,1475,3.233559322
49229,1474,3.276119403
97141,1474,3.84531886
126072,1473,3.574338086
3625,1472,3.656929348
80099,1471,3.43167913
94541,1471,2.605030591
115115,1470,4.011564626
66023,1470,3.192517007
71928,1470,3.43707483
67303,1469,2.707624234
113073,1469,3.762763785
72421,1467,2.834355828
35514,1465,3.265187713
59702,1464,2.551912568
58612,1464,3.201161202
103181,1464,3.964480874
88604,1464,3.50136612
78740,1463,3.467874231
97176,1462,3.154924761
107579,1462,2.897400821
55389,1462,4.182968536
48904,1458,3.061728395
67544,1458,3.385459534
41160,1457,3.462937543
15720,1456,3.337912088
91643,1455,3.427491409
55726,1455,3.229209622
24719,1455,3.692783505
14512,1454,3.924690509
126661,1454,2.85213205
96780,1453,3.497591191
34440,1453,3.019270475
28688,1452,3.100895317
82134,1451,3.345623708
122364,1451,3.447622329
69378,1449,3.606280193
38756,1449,3.090062112
68214,1449,3.11042098
9145,1448,3.175069061
39382,1447,3.025915688
110991,1447,3.518659295
110656,1445,3.371626298
81000,1445,2.649480969
122980,1445,3.346020761
37530,1444,3.515581717
134210,1444,3.192520776
74222,1444,3.055747922
116960,1443,3.437976438
110004,1438,3.130737135
42429,1437,3.099164927
99781,1436,3.069986072
44296,1436,3.996866295
20845,1433,3.44068388
9690,1433,3.748778786
54259,1432,3.608240223
38988,1432,2.928072626
586,1431,3.311670161
114898,1431,2.99650594
30317,1431,2.765548567
53930,1430,3.175874126
63459,1430,3.269230769
50566,1430,3.18951049
8966,1429,3.977606718
90078,1427,3.996846531
60923,1427,3.555360897
96600,1426,3.431626928
30507,1426,3.266129032
123327,1425,3.542807018
13666,1424,3.984550562
25511,1424,2.959269663
127713,1424,3.590238764
20372,1424,2.301615169
88312,1423,3.320098384
26162,1422,3.175457103
77007,1422,3.667018284
60518,1422,3.600562588
42353,1421,3.148838846
43209,1421,3.873328642
112203,1421,3.344475721
52225,1421,3.576706545
18907,1420,3.519366197
67996,1420,3.336267606
49999,1420,3.837676056
114570,1419,3.239605356
99448,1418,2.678067701
78362,1418,3.274682652
41281,1418,2.672425952
39099,1418,3.615655853
43188,1417,3.369442484
25345,1416,3.160663842
109286,1416,3.453036723
78453,1416,3.887711864
37925,1415,2.463957597
14994,1415,2.835689046
31244,1415,3.374558304
133329,1415,3.714134276
89703,1414,3.497878359
74966,1412,3.250708215
114659,1412,2.896246459
48527,1412,2.96529745
15497,1412,2.928116147
4347,1411,2.871013466
48568,1410,4.337588652
103861,1409,3.997515969
110307,1409,3.533711852
127501,1409,3.178850248
7321,1409,3.025904897
8541,1408,3.120028409
90500,1408,2.930752841
73074,1407,3.179104478
82788,1407,3.159914712
55076,1407,2.768656716
134175,1406,3.353485064
86736,1406,2.784139403
79393,1405,3.334519573
105216,1405,3.171174377
4129,1405,3.417081851
2762,1404,3.412393162
113487,1403,3.18852459
87283,1403,3.985744833
79071,1402,2.735734665
75012,1401,2.988579586
132082,1398,2.906294707
114933,1398,3.090486409
85190,1393,3.428212491
9116,1392,2.810704023
1966,1392,3.645114943
37423,1391,2.789360173
107572,1389,3.299136069
100556,1389,3.791216703
24816,1388,3.448126801
25676,1388,3.457853026
122534,1387,3.043979813
118882,1385,3.350180505
63219,1385,3.925270758
56720,1385,3.464259928
95932,1385,3.312274368
12044,1385,2.322382671
125008,1384,2.641979769
34402,1384,3.645231214
29310,1384,3.974710983
66049,1384,3.846459538
132039,1383,3.699204628
95726,1382,3.352387844
98470,1382,3.206946454
37264,1381,3.206734251
63643,1380,3.651811594
55237,1379,3.310732415
46545,1379,3.408992023
13955,1379,3.653009427
62375,1379,3.353879623
23039,1378,3.83563135
50211,1377,3.55664488
26623,1377,3.356935367
25093,1376,2.750363372
56257,1376,2.797965116
93227,1376,2.630813953
10389,1376,3.655159884
131910,1375,3.467636364
66143,1375,3.150181818
58648,1375,3.474545455
125270,1374,2.786026201
33185,1374,3.229985444
52520,1373,3.591769847
63858,1373,3.080116533
56879,1372,3.47048105
134328,1372,3.529154519
122035,1371,3.842450766
103856,1370,3.855839416
64191,1369,3.524470416
131227,1368,3.317616959
11794,1367,3.773957571
69662,1367,3.366861741
64271,1366,3.196925329
62984,1365,3.791208791
66088,1365,3.141025641
132603,1365,3.224542125
88795,1364,3.037390029
41070,1364,2.836510264
135071,1364,3.232771261
76625,1363,4.170946442
69850,1363,3.205796038
38539,1362,3.171806167
94090,1362,4.105726872
100712,1361,3.770756796
119661,1361,4.584496694
121543,1360,3.290073529
99360,1360,3.380514706
39154,1360,3.461029412
74628,1360,3.786397059
47542,1359,3.622148639
88804,1358,3.351251841
124052,1358,2.734904271
68796,1358,3.481590574
8739,1356,3.58259587
69124,1356,2.539823009
13964,1356,3.664823009
83959,1356,2.006268437
27531,1356,2.429941003
83823,1355,3.219557196
43945,1354,3.492614476
34650,1353,3.857354028
57727,1353,3.149667406
80034,1353,3.050628234
125585,1352,3.650147929
5576,1352,3.274778107
20246,1349,3.14306894
14908,1348,3.418768546
43525,1347,3.236451373
28860,1347,3.948032665
73882,1346,3.001857355
9175,1346,1.80089153
109152,1346,3.171248143
12158,1345,2.587732342
123754,1345,3.98401487
3676,1345,3.461710037
50603,1344,3.042782738
102705,1344,3.69828869
130019,1343,3.284437826
35609,1343,1.765450484
136806,1343,3.210349963
88228,1343,3.007446016
41859,1342,2.391579732
4084,1341,4.244593587
122704,1341,3.842281879
61496,1340,2.792537313
122134,1340,3.189179104
44384,1338,3.64200299
48929,1337,3.739715782
86741,1337,3.173522812
94628,1337,3.944652206
55848,1337,3.702692595
129746,1336,3.511227545
82908,1335,3.774906367
93219,1334,2.029985007
126067,1333,3.078394599
6921,1332,3.291291291
54447,1332,2.656531532
39346,1331,3.309166041
104349,1331,3.308790383
3576,1330,3.131578947
66362,1329,3.0496614
77297,1329,3.799849511
87428,1327,3.693669932
24691,1326,3.287330317
572,1326,3.42571644
88176,1326,3.273755656
121516,1326,3.544494721
22688,1326,3.38612368
105040,1325,3.225660377
93710,1324,3.516616314
86066,1323,3.63681028
32861,1323,3.241496599
119677,1322,3.228441755
60427,1321,3.774034822
83556,1320,3.429545455
23130,1319,3.154283548
28916,1319,3.092873389
54160,1318,4.181335357
36594,1318,3.410091047
76486,1318,3.230652504
131746,1318,3.68892261
12026,1318,3.312215478
107126,1317,3.455580866
56520,1317,2.974563402
95239,1317,2.946089598
63071,1316,2.886398176
111139,1316,3.515197568
120290,1315,3.176045627
34700,1314,3.346651446
114701,1314,3.268645358
115870,1314,3.466894977
7036,1313,3.064737243
49208,1313,2.826732673
6366,1313,3.363290175
118416,1312,2.92339939
40008,1311,3.527841342
15601,1310,2.621755725
11560,1309,3.546218487
130827,1308,3.032492355
68341,1308,3.72324159
23317,1308,2.589449541
128047,1308,3.662079511
38251,1308,3.14411315
130193,1308,3.392201835
45637,1308,3.271024465
119675,1307,3.482785004
70025,1307,3.092578424
102845,1306,2.187212864
88024,1306,3.413093415
127719,1306,3.454441041
93018,1305,3.38697318
66837,1305,3.334099617
101165,1305,2.543678161
20294,1304,3.658358896
79662,1303,2.896392939
128893,1300,2.745384615
359,1300,3.617692308
120666,1300,2.725769231
62222,1299,3
103998,1297,3.68080185
88858,1297,3.32074017
116590,1295,3.136293436
16612,1294,2.841576507
18390,1294,3.209814529
6112,1294,3.402627512
33575,1294,3.523956723
7051,1293,3.892884764
31503,1293,2.616395978
64430,1293,3.806651199
17320,1293,2.774941995
48410,1292,3.344814241
95216,1292,2.914860681
123601,1292,3.198529412
2669,1292,3.598684211
99937,1291,2.876065066
6976,1291,2.776917119
45709,1291,2.965917893
22411,1290,3.212403101
10759,1290,3.152325581
52661,1289,2.9678045
208,1288,3.663819876
75141,1288,3.132375776
11074,1287,3.036519037
51245,1286,3.550544323
131180,1286,3.533048212
62051,1285,3.339688716
22205,1284,2.339563863
101275,1284,3.615654206
96225,1284,3.543613707
105059,1284,3.298676012
42640,1284,3.776479751
21664,1284,3.379672897
110130,1283,3.097038192
78424,1283,3.459859704
32671,1283,3.839438815
1507,1282,2.97425897
19776,1282,2.886115445
80949,1281,3.581186573
95327,1281,3.616315379
101110,1281,3.059328649
22122,1281,2.633489461
28611,1280,3.7203125
24945,1279,3.336591087
75448,1279,2.80179828
114758,1278,3.263693271
15203,1278,3.008215962
128527,1277,3.336726703
129805,1277,2.803054033
127063,1277,2.87862177
46645,1276,3.481974922
10560,1276,3.043887147
24800,1275,2.84627451
61610,1275,2.63372549
10627,1274,3.481161695
132187,1272,3.737421384
55420,1272,3.330974843
2657,1272,3.56918239
36204,1271,2.321793863
108195,1270,2.818897638
85893,1269,3.197399527
31838,1269,3.586288416
28529,1269,2.782111899
52457,1269,2.959416864
112852,1267,2.900552486
120312,1266,2.980252765
64150,1266,3.230647709
14678,1266,3.633096367
124998,1265,2.54229249
69829,1265,3.232411067
127840,1264,2.571598101
57398,1263,3.677751386
58170,1263,3.82304038
87094,1262,3.606576862
127871,1260,3.527380952
70770,1259,3.334392375
42913,1259,3.517474186
118344,1259,2.386814932
132509,1258,3.275437202
9197,1258,3.231319555
18069,1258,3.344992051
123817,1256,3.45183121
25960,1256,3.791003185
68060,1256,1.095541401
92706,1255,3.413944223
49024,1254,3.211722488
2568,1254,2.824960128
18471,1254,3.53030303
74241,1253,3.314445331
114531,1253,3.44094174
134156,1253,3.197525938
15616,1253,2.351556265
22352,1252,3.458067093
80989,1252,3.099840256
87746,1251,2.892885691
62779,1251,3.107913669
54478,1251,2.869304556
37145,1251,3.808553157
18765,1250,3.1348
87135,1250,3.4904
119013,1250,3.6228
84792,1250,3.5472
108223,1250,3.8992
85389,1249,3.361088871
87062,1248,3.413461538
52760,1247,3.204490778
122860,1247,3.891740176
115226,1247,3.390938252
30497,1247,2.886126704
34632,1247,3.674819567
65670,1246,3.164927769
84108,1246,3.165730337
65431,1246,3.325040128
31712,1245,2.801606426
110846,1245,3.483935743
45619,1244,3.361736334
98687,1244,2.860530547
50599,1243,3.631536605
54693,1243,3.894207562
90138,1242,3.453301127
52685,1242,2.908615137
127450,1242,3.034219002
122319,1241,3.175261886
116127,1241,2.697018533
92616,1241,2.729653505
94750,1241,3.539081386
63828,1241,3.439161966
131698,1241,2.570104754
43661,1241,3.46373892
31681,1240,3.386290323
10616,1240,3.645967742
129005,1240,3.436290323
106721,1240,2.837096774
27894,1239,3.097659403
124163,1239,3.602905569
96859,1239,3.290556901
84558,1239,3.955205811
98494,1239,2.988297014
27189,1238,3.722536349
88821,1237,3.01414713
68161,1236,2.41302589
37623,1236,3.625404531
28744,1235,3.481781377
66635,1234,3.491491086
23861,1233,2.567721006
18319,1232,3.318993506
38965,1232,3.066558442
78340,1232,3.590503247
67604,1232,3.556006494
6873,1232,3.49512987
14506,1230,2.915853659
133925,1230,3.506910569
46095,1230,3.108536585
26863,1230,3.73495935
86301,1229,3.796582587
68892,1229,3.247355574
70883,1228,2.894136808
87506,1228,3.254071661
54978,1228,3.217833876
37051,1227,3.995517522
35037,1227,3.647514262
102532,1227,3.78402608
38267,1227,3.215158924
42909,1227,2.998370008
59154,1226,3.551386623
57516,1226,3.699836868
73607,1226,2.459624796
138254,1226,3.54730832
43427,1226,3.374796085
93920,1225,3.116326531
88527,1225,2.702040816
58177,1225,3.291020408
111982,1225,3.244489796
1244,1225,3.520816327
132386,1224,3.783905229
130280,1224,3.389297386
76959,1224,2.482434641
37161,1224,3.080065359
42152,1224,2.740196078
39937,1223,3.193785773
23437,1222,3.146890344
71138,1221,3.286650287
91948,1221,2.084766585
61000,1220,3.138934426
112049,1220,3.505327869
106976,1220,3.577459016
111373,1220,3.225409836
65295,1220,2.437704918
128653,1219,3.05414274
91231,1218,3.284482759
66317,1218,3.598932677
24143,1217,3.72021364
44882,1216,3.203125
12973,1215,3.344032922
74136,1215,2.698765432
71757,1215,3.846502058
40666,1215,2.905349794
27898,1215,3.191358025
73293,1214,2.472405272
131721,1214,2.674629325
1972,1213,3.541632317
394,1212,3.919141914
115496,1212,2.679042904
113336,1210,2.715289256
78644,1209,3.415219189
107266,1209,3.087675765
45919,1209,3.067411084
108028,1209,2.545905707
83949,1208,2.969370861
17503,1208,3.129139073
3743,1208,2.94205298
28906,1208,3.427566225
136223,1208,3.728890728
64175,1208,2.746688742
128503,1207,3.375310688
17176,1207,3.333885667
116859,1207,3.66072908
30614,1206,3.645107794
134866,1206,2.468076285
81380,1205,3.439004149
114992,1205,3.47219917
60814,1205,3.359751037
133703,1205,3.452697095
86768,1205,3.246058091
16840,1204,2.589700997
5393,1203,3.193266833
51526,1203,3.578137988
34103,1202,2.869800333
39556,1202,3.343178037
52543,1202,3.111896839
6166,1202,3.807404326
49270,1202,3.227121464
14032,1202,2.686772047
60135,1201,2.769358868
96922,1201,3.067443797
85662,1201,3.672772689
48038,1201,3.144046628
127548,1200,2.832083333
128203,1199,2.917431193
67387,1198,3.902754591
50030,1198,3.97245409
46851,1198,3.608096828
119067,1197,3.330409357
41877,1196,3.099916388
58922,1195,3.550627615
97744,1194,3.519681742
117015,1193,3.843671417
88561,1192,3.487416107
100438,1192,3.096057047
13338,1191,2.549958018
41165,1190,3.468907563
89454,1190,2.044537815
103470,1190,3.393277311
11517,1190,3.060504202
27007,1190,3.638235294
100254,1189,3.224978974
43657,1189,3.09882254
